Stationscode,Datum,Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³,Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³,Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³,Luftqualitätsindex
DENW211,2021-05-08,17,-,31,gut
DENW211,2021-05-08,17,-,26,gut
DENW211,2021-05-08,16,-,26,gut
DENW211,2021-05-08,16,-,26,gut
DENW211,2021-05-08,16,-,22,gut
DENW211,2021-05-08,16,-,17,sehr gut
DENW211,2021-05-08,16,-,16,sehr gut
DENW211,2021-05-08,16,-,15,sehr gut
DENW211,2021-05-08,16,-,16,sehr gut
DENW211,2021-05-08,15,-,16,sehr gut
DENW211,2021-05-08,15,-,15,sehr gut
DENW211,2021-05-08,15,-,17,sehr gut
DENW211,2021-05-08,14,-,19,sehr gut
DENW211,2021-05-08,14,-,27,gut
DENW211,2021-05-08,13,-,22,gut
DENW211,2021-05-08,13,-,21,gut
DENW211,2021-05-08,12,-,24,gut
DENW211,2021-05-09,12,-,19,sehr gut
DENW211,2021-05-09,11,-,17,sehr gut
DENW211,2021-05-09,11,-,17,sehr gut
DENW211,2021-05-09,10,-,15,sehr gut
DENW211,2021-05-09,10,-,15,sehr gut
DENW211,2021-05-09,9,-,15,sehr gut
DENW211,2021-05-09,9,-,15,sehr gut
DENW211,2021-05-09,9,-,12,sehr gut
DENW211,2021-05-09,8,-,10,sehr gut
DENW211,2021-05-09,8,-,10,sehr gut
DENW211,2021-05-09,8,-,10,sehr gut
DENW211,2021-05-09,8,-,7,sehr gut
DENW211,2021-05-09,8,-,9,sehr gut
DENW211,2021-05-09,8,-,10,sehr gut
DENW211,2021-05-09,8,-,8,sehr gut
DENW211,2021-05-09,8,-,15,sehr gut
DENW211,2021-05-09,9,-,19,sehr gut
DENW211,2021-05-09,9,-,21,gut
DENW211,2021-05-09,9,-,20,sehr gut
DENW211,2021-05-09,9,-,18,sehr gut
DENW211,2021-05-09,10,-,26,gut
DENW211,2021-05-09,10,-,15,sehr gut
DENW211,2021-05-09,10,-,26,gut
DENW211,2021-05-09,11,-,32,gut
DENW211,2021-05-10,11,-,16,sehr gut
DENW211,2021-05-10,11,-,11,sehr gut
DENW211,2021-05-10,11,-,14,sehr gut
DENW211,2021-05-10,11,-,16,sehr gut
DENW211,2021-05-10,12,-,20,sehr gut
DENW211,2021-05-10,12,-,36,gut
DENW211,2021-05-10,12,-,21,gut
DENW211,2021-05-10,12,-,27,gut
DENW211,2021-05-10,13,-,20,sehr gut
DENW211,2021-05-10,13,-,19,sehr gut
DENW211,2021-05-10,14,-,26,gut
DENW211,2021-05-10,14,-,27,gut
DENW211,2021-05-10,14,-,30,gut
DENW211,2021-05-10,15,-,26,gut
DENW211,2021-05-10,15,-,29,gut
DENW211,2021-05-10,15,-,42,mäßig
DENW211,2021-05-10,15,-,-,sehr gut
DENW211,2021-05-10,16,-,39,gut
DENW211,2021-05-10,15,-,27,gut
DENW211,2021-05-10,15,-,16,sehr gut
DENW211,2021-05-10,15,-,17,sehr gut
DENW211,2021-05-10,15,-,17,sehr gut
DENW211,2021-05-10,14,-,21,gut
DENW211,2021-05-10,14,-,26,gut
DENW211,2021-05-11,13,-,16,sehr gut
DENW211,2021-05-11,13,-,21,gut
DENW211,2021-05-11,13,-,15,sehr gut
DENW211,2021-05-11,12,-,19,sehr gut
DENW211,2021-05-11,12,-,25,gut
DENW211,2021-05-11,12,-,27,gut
DENW211,2021-05-11,12,-,43,mäßig
DENW211,2021-05-11,12,-,47,mäßig
DENW211,2021-05-11,12,-,47,mäßig
DENW211,2021-05-11,12,-,40,gut
DENW211,2021-05-11,12,-,38,gut
DENW211,2021-05-11,12,-,34,gut
DENW211,2021-05-11,12,-,35,gut
DENW211,2021-05-11,12,-,48,mäßig
DENW211,2021-05-11,12,-,62,mäßig
DENW211,2021-05-11,12,-,64,mäßig
DENW211,2021-05-11,12,-,67,mäßig
DENW211,2021-05-11,12,-,-,sehr gut
DENW211,2021-05-11,12,-,53,mäßig
DENW211,2021-05-11,12,-,45,mäßig
DENW211,2021-05-11,12,-,46,mäßig
DENW211,2021-05-11,13,-,29,gut
DENW211,2021-05-11,13,-,27,gut
DENW211,2021-05-11,13,-,22,gut
DENW211,2021-05-12,14,-,28,gut
DENW211,2021-05-12,14,-,30,gut
DENW211,2021-05-12,14,-,24,gut
DENW211,2021-05-12,15,-,20,sehr gut
DENW211,2021-05-12,15,-,31,gut
DENW211,2021-05-12,15,-,36,gut
DENW211,2021-05-12,16,-,57,mäßig
DENW211,2021-05-12,16,-,60,mäßig
DENW211,2021-05-12,17,-,48,mäßig
DENW211,2021-05-12,18,-,45,mäßig
DENW211,2021-05-12,18,-,41,mäßig
DENW211,2021-05-12,18,-,34,gut
DENW211,2021-05-12,19,-,39,gut
DENW211,2021-05-12,19,-,56,mäßig
DENW211,2021-05-12,19,-,42,mäßig
DENW211,2021-05-12,19,-,34,gut
DENW211,2021-05-12,19,-,40,gut
DENW211,2021-05-12,19,-,24,gut
DENW211,2021-05-12,19,-,-,sehr gut
DENW211,2021-05-12,19,-,48,mäßig
DENW211,2021-05-12,19,-,57,mäßig
DENW211,2021-05-12,19,-,42,mäßig
DENW211,2021-05-12,19,-,43,mäßig
DENW211,2021-05-12,20,-,53,mäßig
DENW211,2021-05-13,20,-,62,mäßig
DENW211,2021-05-13,20,-,49,mäßig
DENW211,2021-05-13,20,-,40,gut
DENW211,2021-05-13,20,-,29,gut
DENW211,2021-05-13,20,-,34,gut
DENW211,2021-05-13,20,-,30,gut
DENW211,2021-05-13,20,-,32,gut
DENW211,2021-05-13,19,-,21,gut
DENW211,2021-05-13,18,-,16,sehr gut
DENW211,2021-05-13,18,-,29,gut
DENW211,2021-05-13,17,-,24,gut
DENW211,2021-05-13,16,-,25,gut
DENW211,2021-05-13,16,-,19,sehr gut
DENW211,2021-05-13,15,-,22,gut
DENW211,2021-05-13,14,-,28,gut
DENW211,2021-05-13,14,-,31,gut
DENW211,2021-05-13,13,-,49,mäßig
DENW211,2021-05-13,14,-,32,gut
DENW211,2021-05-13,13,-,24,gut
DENW211,2021-05-13,13,-,-,sehr gut
DENW211,2021-05-13,13,-,26,gut
DENW211,2021-05-13,12,-,28,gut
DENW211,2021-05-13,12,-,18,sehr gut
DENW211,2021-05-13,12,-,22,gut
DENW211,2021-05-14,11,-,28,gut
DENW211,2021-05-14,11,-,27,gut
DENW211,2021-05-14,11,-,29,gut
DENW211,2021-05-14,10,-,31,gut
DENW211,2021-05-14,10,-,27,gut
DENW211,2021-05-14,10,-,40,gut
DENW211,2021-05-14,10,-,41,mäßig
DENW211,2021-05-14,10,-,43,mäßig
DENW211,2021-05-14,10,-,39,gut
DENW211,2021-05-14,10,-,45,mäßig
DENW211,2021-05-14,10,-,45,mäßig
DENW211,2021-05-14,10,-,30,gut
DENW211,2021-05-14,10,-,44,mäßig
DENW211,2021-05-14,10,-,44,mäßig
DENW211,2021-05-14,10,-,29,gut
DENW211,2021-05-14,10,-,39,gut
DENW211,2021-05-14,10,-,40,gut
DENW211,2021-05-14,10,-,30,gut
DENW211,2021-05-14,10,-,29,gut
DENW211,2021-05-14,9,-,29,gut
DENW211,2021-05-14,9,-,-,sehr gut
DENW211,2021-05-14,9,-,36,gut
DENW211,2021-05-14,9,-,39,gut
DENW211,2021-05-14,10,-,37,gut
DENW211,2021-05-15,10,-,35,gut
DENW211,2021-05-15,9,-,34,gut
DENW211,2021-05-15,9,-,29,gut
DENW211,2021-05-15,9,-,26,gut
DENW211,2021-05-15,9,-,29,gut
DENW211,2021-05-15,9,-,35,gut
DENW211,2021-05-15,9,-,25,gut
DENW211,2021-05-15,9,-,27,gut
DENW211,2021-05-15,8,-,25,gut
DENW211,2021-05-15,8,-,22,gut
DENW211,2021-05-15,8,-,19,sehr gut
DENW211,2021-05-15,8,-,23,gut
DENW211,2021-05-15,8,-,32,gut
DENW211,2021-05-15,7,-,18,sehr gut
DENW211,2021-05-15,7,-,13,sehr gut
DENW211,2021-05-15,7,-,14,sehr gut
DENW211,2021-05-15,7,-,19,sehr gut
DENW211,2021-05-15,7,-,15,sehr gut
DENW211,2021-05-15,7,-,33,gut
DENW211,2021-05-15,7,-,29,gut
DENW211,2021-05-15,7,-,30,gut
DENW211,2021-05-15,7,-,-,sehr gut
DENW211,2021-05-15,7,-,20,sehr gut
DENW211,2021-05-15,7,-,19,sehr gut
DENW211,2021-05-16,7,-,10,sehr gut
DENW211,2021-05-16,7,-,14,sehr gut
DENW211,2021-05-16,7,-,16,sehr gut
DENW211,2021-05-16,7,-,9,sehr gut
DENW211,2021-05-16,7,-,6,sehr gut
DENW211,2021-05-16,7,-,16,sehr gut
DENW211,2021-05-16,7,-,22,gut
DENW211,2021-05-16,7,-,18,sehr gut
DENW211,2021-05-16,7,-,15,sehr gut
DENW211,2021-05-16,7,-,18,sehr gut
DENW211,2021-05-16,7,-,20,sehr gut
DENW211,2021-05-16,7,-,14,sehr gut
DENW211,2021-05-16,7,-,20,sehr gut
DENW211,2021-05-16,7,-,15,sehr gut
DENW211,2021-05-16,7,-,23,gut
DENW211,2021-05-16,7,-,23,gut
DENW211,2021-05-16,7,-,21,gut
DENW211,2021-05-16,7,-,15,sehr gut
DENW211,2021-05-16,6,-,14,sehr gut
DENW211,2021-05-16,6,-,32,gut
DENW211,2021-05-16,6,-,37,gut
DENW211,2021-05-16,7,-,44,mäßig
DENW211,2021-05-16,7,-,-,sehr gut
DENW211,2021-05-16,7,-,34,gut
DENW211,2021-05-17,7,-,38,gut
DENW211,2021-05-17,7,-,29,gut
DENW211,2021-05-17,7,-,32,gut
DENW211,2021-05-17,7,-,29,gut
DENW211,2021-05-17,7,-,23,gut
DENW211,2021-05-17,6,-,29,gut
DENW211,2021-05-17,6,-,39,gut
DENW211,2021-05-17,6,-,42,mäßig
DENW211,2021-05-17,6,-,35,gut
DENW211,2021-05-17,7,-,31,gut
DENW211,2021-05-17,7,-,34,gut
DENW211,2021-05-17,8,-,32,gut
DENW211,2021-05-17,8,-,27,gut
DENW211,2021-05-17,8,-,32,gut
DENW211,2021-05-17,8,-,50,mäßig
DENW211,2021-05-17,8,-,32,gut
DENW211,2021-05-17,8,-,40,gut
DENW211,2021-05-17,8,-,38,gut
DENW211,2021-05-17,9,-,46,mäßig
DENW211,2021-05-17,9,-,33,gut
DENW211,2021-05-17,9,-,22,gut
DENW211,2021-05-17,9,-,23,gut
DENW211,2021-05-17,9,-,27,gut
DENW211,2021-05-17,10,-,-,sehr gut
DENW211,2021-05-18,10,-,30,gut
DENW211,2021-05-18,10,-,28,gut
DENW211,2021-05-18,11,-,32,gut
DENW211,2021-05-18,11,-,24,gut
DENW211,2021-05-18,11,-,16,sehr gut
DENW211,2021-05-18,12,-,20,sehr gut
DENW211,2021-05-18,12,-,41,mäßig
DENW211,2021-05-18,12,-,53,mäßig
DENW211,2021-05-18,13,-,55,mäßig
DENW211,2021-05-18,13,-,58,mäßig
DENW211,2021-05-18,13,-,42,mäßig
DENW211,2021-05-18,13,-,68,mäßig
DENW211,2021-05-18,13,-,29,gut
DENW211,2021-05-18,13,-,38,gut
DENW211,2021-05-18,14,-,45,mäßig
DENW211,2021-05-18,14,-,47,mäßig
DENW211,2021-05-18,15,-,37,gut
DENW211,2021-05-18,15,-,35,gut
DENW211,2021-05-18,15,-,39,gut
DENW211,2021-05-18,15,-,36,gut
DENW211,2021-05-18,15,-,39,gut
DENW211,2021-05-18,15,-,54,mäßig
DENW211,2021-05-18,15,-,57,mäßig
DENW211,2021-05-18,15,-,51,mäßig
DENW211,2021-05-19,15,-,-,sehr gut
DENW211,2021-05-19,15,-,46,mäßig
DENW211,2021-05-19,15,-,20,sehr gut
DENW211,2021-05-19,15,-,24,gut
DENW211,2021-05-19,16,-,36,gut
DENW211,2021-05-19,16,-,41,mäßig
DENW211,2021-05-19,16,-,54,mäßig
DENW211,2021-05-19,17,-,66,mäßig
DENW211,2021-05-19,18,-,66,mäßig
DENW211,2021-05-19,18,-,47,mäßig
DENW211,2021-05-19,19,-,47,mäßig
DENW211,2021-05-19,19,-,35,gut
DENW211,2021-05-19,19,-,30,gut
DENW211,2021-05-19,19,-,38,gut
DENW211,2021-05-19,19,-,25,gut
DENW211,2021-05-19,18,-,40,gut
DENW211,2021-05-19,18,-,32,gut
DENW211,2021-05-19,18,-,26,gut
DENW211,2021-05-19,18,-,35,gut
DENW211,2021-05-19,18,-,37,gut
DENW211,2021-05-19,18,-,45,mäßig
DENW211,2021-05-19,18,-,44,mäßig
DENW211,2021-05-19,18,-,24,gut
DENW211,2021-05-19,18,-,25,gut
DENW211,2021-05-20,17,-,24,gut
DENW211,2021-05-20,17,-,-,sehr gut
DENW211,2021-05-20,16,-,19,sehr gut
DENW211,2021-05-20,16,-,17,sehr gut
DENW211,2021-05-20,16,-,23,gut
DENW211,2021-05-20,16,-,28,gut
DENW211,2021-05-20,16,-,38,gut
DENW211,2021-05-20,16,-,50,mäßig
DENW211,2021-05-20,17,-,52,mäßig
DENW211,2021-05-20,17,-,44,mäßig
DENW211,2021-05-20,18,-,52,mäßig
DENW211,2021-05-20,18,-,34,gut
DENW211,2021-05-20,19,-,48,mäßig
DENW211,2021-05-20,19,-,46,mäßig
DENW211,2021-05-20,19,-,44,mäßig
DENW211,2021-05-20,19,-,31,gut
DENW211,2021-05-20,19,-,31,gut
DENW211,2021-05-20,19,-,36,gut
DENW211,2021-05-20,19,-,33,gut
DENW211,2021-05-20,19,-,25,gut
DENW211,2021-05-20,19,-,20,sehr gut
DENW211,2021-05-20,19,-,25,gut
DENW211,2021-05-20,18,-,21,gut
DENW211,2021-05-20,18,-,26,gut
DENW211,2021-05-21,18,-,19,sehr gut
DENW211,2021-05-21,18,-,16,sehr gut
DENW211,2021-05-21,18,-,-,sehr gut
DENW211,2021-05-21,18,-,19,sehr gut
DENW211,2021-05-21,18,-,22,gut
DENW211,2021-05-21,17,-,21,gut
DENW211,2021-05-21,17,-,29,gut
DENW211,2021-05-21,15,-,35,gut
DENW211,2021-05-21,14,-,35,gut
DENW211,2021-05-21,13,-,30,gut
DENW211,2021-05-21,12,-,20,sehr gut
DENW211,2021-05-21,12,-,23,gut
DENW211,2021-05-21,11,-,27,gut
DENW211,2021-05-21,11,-,26,gut
DENW211,2021-05-21,11,-,30,gut
DENW211,2021-05-21,11,-,43,mäßig
DENW211,2021-05-21,12,-,36,gut
DENW211,2021-05-21,12,-,35,gut
DENW211,2021-05-21,12,-,22,gut
DENW211,2021-05-21,13,-,20,sehr gut
DENW211,2021-05-21,13,-,18,sehr gut
DENW211,2021-05-21,13,-,42,mäßig
DENW211,2021-05-21,13,-,32,gut
DENW211,2021-05-21,13,-,11,sehr gut
DENW211,2021-05-22,13,-,11,sehr gut
DENW211,2021-05-22,13,-,9,sehr gut
DENW211,2021-05-22,13,-,12,sehr gut
DENW211,2021-05-22,13,-,-,sehr gut
DENW211,2021-05-22,13,-,12,sehr gut
DENW211,2021-05-22,13,-,15,sehr gut
DENW211,2021-05-22,13,-,15,sehr gut
DENW211,2021-05-22,13,-,12,sehr gut
DENW211,2021-05-22,12,-,10,sehr gut
DENW211,2021-05-22,12,-,17,sehr gut
DENW211,2021-05-22,11,-,17,sehr gut
DENW211,2021-05-22,11,-,20,sehr gut
DENW211,2021-05-22,10,-,18,sehr gut
DENW211,2021-05-22,10,-,20,sehr gut
DENW211,2021-05-22,9,-,22,gut
DENW211,2021-05-22,9,-,19,sehr gut
DENW211,2021-05-22,8,-,22,gut
DENW211,2021-05-22,8,-,18,sehr gut
DENW211,2021-05-22,7,-,28,gut
DENW211,2021-05-22,7,-,31,gut
DENW211,2021-05-22,6,-,27,gut
DENW211,2021-05-22,6,-,40,gut
DENW211,2021-05-22,6,-,35,gut
DENW211,2021-05-22,7,-,28,gut
DENW211,2021-05-23,7,-,17,sehr gut
DENW211,2021-05-23,7,-,17,sehr gut
DENW211,2021-05-23,7,-,17,sehr gut
DENW211,2021-05-23,6,-,15,sehr gut
DENW211,2021-05-23,6,-,-,sehr gut
DENW211,2021-05-23,6,-,11,sehr gut
DENW211,2021-05-23,6,-,11,sehr gut
DENW211,2021-05-23,6,-,11,sehr gut
DENW211,2021-05-23,6,-,9,sehr gut
DENW211,2021-05-23,6,-,10,sehr gut
DENW211,2021-05-23,6,-,9,sehr gut
DENW211,2021-05-23,6,-,9,sehr gut
DENW211,2021-05-23,6,-,12,sehr gut
DENW211,2021-05-23,6,-,13,sehr gut
DENW211,2021-05-23,6,-,20,sehr gut
DENW211,2021-05-23,6,-,20,sehr gut
DENW211,2021-05-23,6,-,17,sehr gut
DENW211,2021-05-23,6,-,24,gut
DENW211,2021-05-23,6,-,22,gut
DENW211,2021-05-23,6,-,27,gut
DENW211,2021-05-23,6,-,22,gut
DENW211,2021-05-23,6,-,30,gut
DENW211,2021-05-23,6,-,32,gut
DENW211,2021-05-23,6,-,30,gut
DENW211,2021-05-24,6,-,22,gut
DENW211,2021-05-24,6,-,18,sehr gut
DENW211,2021-05-24,6,-,16,sehr gut
DENW211,2021-05-24,6,-,22,gut
DENW211,2021-05-24,6,-,19,sehr gut
DENW211,2021-05-24,6,-,-,sehr gut
DENW211,2021-05-24,6,-,13,sehr gut
DENW211,2021-05-24,6,-,10,sehr gut
DENW211,2021-05-24,6,-,9,sehr gut
DENW211,2021-05-24,6,-,10,sehr gut
DENW211,2021-05-24,6,-,8,sehr gut
DENW211,2021-05-24,6,-,10,sehr gut
DENW211,2021-05-24,6,-,15,sehr gut
DENW211,2021-05-24,6,-,11,sehr gut
DENW211,2021-05-24,6,-,10,sehr gut
DENW211,2021-05-24,6,-,13,sehr gut
DENW211,2021-05-24,6,-,13,sehr gut
DENW211,2021-05-24,6,-,12,sehr gut
DENW211,2021-05-24,6,-,13,sehr gut
DENW211,2021-05-24,5,-,11,sehr gut
DENW211,2021-05-24,5,-,16,sehr gut
DENW211,2021-05-24,5,-,18,sehr gut
DENW211,2021-05-24,5,-,15,sehr gut
DENW211,2021-05-24,5,-,8,sehr gut
DENW211,2021-05-25,5,-,10,sehr gut
DENW211,2021-05-25,5,-,11,sehr gut
DENW211,2021-05-25,4,-,9,sehr gut
DENW211,2021-05-25,4,-,11,sehr gut
DENW211,2021-05-25,4,-,10,sehr gut
DENW211,2021-05-25,4,-,16,sehr gut
DENW211,2021-05-25,4,-,-,sehr gut
DENW211,2021-05-25,4,-,51,mäßig
DENW211,2021-05-25,4,-,58,mäßig
DENW211,2021-05-25,5,-,-,sehr gut
DENW211,2021-05-25,5,-,-,sehr gut
DENW211,2021-05-25,5,-,36,gut
DENW211,2021-05-25,5,-,22,gut
DENW211,2021-05-25,5,-,30,gut
DENW211,2021-05-25,5,-,28,gut
DENW211,2021-05-25,5,-,36,gut
DENW211,2021-05-25,5,-,48,mäßig
DENW211,2021-05-25,6,-,51,mäßig
DENW211,2021-05-25,6,-,46,mäßig
DENW211,2021-05-25,6,-,39,gut
DENW211,2021-05-25,6,-,39,gut
DENW211,2021-05-25,6,-,34,gut
DENW211,2021-05-25,6,-,23,gut
DENW211,2021-05-25,6,-,20,sehr gut
DENW211,2021-05-26,7,-,21,gut
DENW211,2021-05-26,7,-,13,sehr gut
DENW211,2021-05-26,7,-,16,sehr gut
DENW211,2021-05-26,7,-,15,sehr gut
DENW211,2021-05-26,7,-,20,sehr gut
DENW211,2021-05-26,8,-,23,gut
DENW211,2021-05-26,8,-,39,gut
DENW211,2021-05-26,8,-,36,gut
DENW211,2021-05-26,8,-,36,gut
DENW211,2021-05-26,8,-,44,mäßig
DENW211,2021-05-26,8,-,41,mäßig
DENW211,2021-05-26,8,-,46,mäßig
DENW211,2021-05-26,9,-,52,mäßig
DENW211,2021-05-26,9,-,57,mäßig
DENW211,2021-05-26,9,-,49,mäßig
DENW211,2021-05-26,9,-,41,mäßig
DENW211,2021-05-26,9,-,34,gut
DENW211,2021-05-26,9,-,46,mäßig
DENW211,2021-05-26,9,-,41,mäßig
DENW211,2021-05-26,9,-,26,gut
DENW211,2021-05-26,9,-,23,gut
DENW211,2021-05-26,9,-,27,gut
DENW211,2021-05-26,9,-,33,gut
DENW211,2021-05-26,9,-,21,gut
DENW211,2021-05-27,9,-,23,gut
DENW211,2021-05-27,10,-,14,sehr gut
DENW211,2021-05-27,10,-,14,sehr gut
DENW211,2021-05-27,10,-,14,sehr gut
DENW211,2021-05-27,10,-,20,sehr gut
DENW211,2021-05-27,11,-,18,sehr gut
DENW211,2021-05-27,11,-,35,gut
DENW211,2021-05-27,12,-,49,mäßig
DENW211,2021-05-27,12,-,45,mäßig
DENW211,2021-05-27,13,-,52,mäßig
DENW211,2021-05-27,13,-,41,mäßig
DENW211,2021-05-27,13,-,36,gut
DENW211,2021-05-27,13,-,40,gut
DENW211,2021-05-27,13,-,52,mäßig
DENW211,2021-05-27,13,-,66,mäßig
DENW211,2021-05-27,13,-,45,mäßig
DENW211,2021-05-27,13,-,39,gut
DENW211,2021-05-27,14,-,38,gut
DENW211,2021-05-27,14,-,33,gut
DENW211,2021-05-27,14,-,31,gut
DENW211,2021-05-27,14,-,26,gut
DENW211,2021-05-27,15,-,36,gut
DENW211,2021-05-27,15,-,28,gut
DENW211,2021-05-27,15,-,20,sehr gut
DENW211,2021-05-28,15,-,27,gut
DENW211,2021-05-28,15,-,24,gut
DENW211,2021-05-28,15,-,27,gut
DENW211,2021-05-28,15,-,36,gut
DENW211,2021-05-28,15,-,46,mäßig
DENW211,2021-05-28,15,-,51,mäßig
DENW211,2021-05-28,15,-,52,mäßig
DENW211,2021-05-28,16,-,48,mäßig
DENW211,2021-05-28,16,-,42,mäßig
DENW211,2021-05-28,16,-,41,mäßig
DENW211,2021-05-28,16,-,29,gut
DENW211,2021-05-28,16,-,24,gut
DENW211,2021-05-28,16,-,40,gut
DENW211,2021-05-28,16,-,35,gut
DENW211,2021-05-28,16,-,24,gut
DENW211,2021-05-28,16,-,34,gut
DENW211,2021-05-28,16,-,35,gut
DENW211,2021-05-28,16,-,32,gut
DENW211,2021-05-28,15,-,17,sehr gut
DENW211,2021-05-28,15,-,27,gut
DENW211,2021-05-28,15,-,27,gut
DENW211,2021-05-28,15,-,54,mäßig
DENW211,2021-05-28,15,-,44,mäßig
DENW211,2021-05-28,15,-,39,gut
DENW211,2021-05-29,15,-,36,gut
DENW211,2021-05-29,15,-,38,gut
DENW211,2021-05-29,15,-,50,mäßig
DENW211,2021-05-29,15,-,41,mäßig
DENW211,2021-05-29,15,-,43,mäßig
DENW211,2021-05-29,15,-,40,gut
DENW211,2021-05-29,15,-,39,gut
DENW211,2021-05-29,14,-,37,gut
DENW211,2021-05-29,14,-,39,gut
DENW211,2021-05-29,14,-,45,mäßig
DENW211,2021-05-29,13,-,35,gut
DENW211,2021-05-29,13,-,27,gut
DENW211,2021-05-29,13,-,17,sehr gut
DENW211,2021-05-29,13,-,22,gut
DENW211,2021-05-29,13,-,20,sehr gut
DENW211,2021-05-29,13,-,22,gut
DENW211,2021-05-29,13,-,20,sehr gut
DENW211,2021-05-29,13,-,15,sehr gut
DENW211,2021-05-29,13,-,18,sehr gut
DENW211,2021-05-29,13,-,18,sehr gut
DENW211,2021-05-29,13,-,16,sehr gut
DENW211,2021-05-29,13,-,24,gut
DENW211,2021-05-29,13,-,24,gut
DENW211,2021-05-29,14,-,18,sehr gut
DENW211,2021-05-30,14,-,19,sehr gut
DENW211,2021-05-30,14,-,33,gut
DENW211,2021-05-30,14,-,31,gut
DENW211,2021-05-30,15,-,28,gut
DENW211,2021-05-30,15,-,23,gut
DENW211,2021-05-30,15,-,27,gut
DENW211,2021-05-30,15,-,22,gut
DENW211,2021-05-30,15,-,16,sehr gut
DENW211,2021-05-30,15,-,13,sehr gut
DENW211,2021-05-30,15,-,10,sehr gut
DENW211,2021-05-30,14,-,11,sehr gut
DENW211,2021-05-30,14,-,11,sehr gut
DENW211,2021-05-30,14,-,11,sehr gut
DENW211,2021-05-30,14,-,9,sehr gut
DENW211,2021-05-30,14,-,17,sehr gut
DENW211,2021-05-30,14,-,34,gut
DENW211,2021-05-30,14,-,26,gut
DENW211,2021-05-30,14,-,14,sehr gut
DENW211,2021-05-30,14,-,13,sehr gut
DENW211,2021-05-30,14,-,11,sehr gut
DENW211,2021-05-30,14,-,11,sehr gut
DENW211,2021-05-30,14,-,11,sehr gut
DENW211,2021-05-30,14,-,12,sehr gut
DENW211,2021-05-30,14,-,11,sehr gut
DENW211,2021-05-31,13,-,9,sehr gut
DENW211,2021-05-31,13,-,10,sehr gut
DENW211,2021-05-31,12,-,13,sehr gut
DENW211,2021-05-31,12,-,20,sehr gut
DENW211,2021-05-31,12,-,38,gut
DENW211,2021-05-31,12,-,63,mäßig
DENW211,2021-05-31,12,-,64,mäßig
DENW211,2021-05-31,13,-,54,mäßig
DENW211,2021-05-31,13,-,54,mäßig
DENW211,2021-05-31,14,-,60,mäßig
DENW211,2021-05-31,14,-,52,mäßig
DENW211,2021-05-31,15,-,39,gut
DENW211,2021-05-31,15,-,38,gut
DENW211,2021-05-31,16,-,37,gut
DENW211,2021-05-31,16,-,39,gut
DENW211,2021-05-31,16,-,35,gut
DENW211,2021-05-31,16,-,21,gut
DENW211,2021-05-31,16,-,23,gut
DENW211,2021-05-31,16,-,18,sehr gut
DENW211,2021-05-31,16,-,21,gut
DENW211,2021-05-31,16,-,19,sehr gut
DENW211,2021-05-31,16,-,18,sehr gut
DENW211,2021-05-31,17,-,26,gut
DENW211,2021-05-31,17,-,28,gut
DENW211,2021-06-01,17,-,24,gut
DENW211,2021-06-01,17,-,26,gut
DENW211,2021-06-01,17,-,14,sehr gut
DENW211,2021-06-01,18,-,16,sehr gut
DENW211,2021-06-01,17,-,54,mäßig
DENW211,2021-06-01,17,-,72,mäßig
DENW211,2021-06-01,17,-,63,mäßig
DENW211,2021-06-01,17,-,55,mäßig
DENW211,2021-06-01,17,-,45,mäßig
DENW211,2021-06-01,16,-,46,mäßig
DENW211,2021-06-01,16,-,38,gut
DENW211,2021-06-01,16,-,23,gut
DENW211,2021-06-01,15,-,18,sehr gut
DENW211,2021-06-01,15,-,26,gut
DENW211,2021-06-01,15,-,17,sehr gut
DENW211,2021-06-01,15,-,16,sehr gut
DENW211,2021-06-01,15,-,17,sehr gut
DENW211,2021-06-01,15,-,20,sehr gut
DENW211,2021-06-01,15,-,19,sehr gut
DENW211,2021-06-01,15,-,23,gut
DENW211,2021-06-01,15,-,16,sehr gut
DENW211,2021-06-01,16,-,45,mäßig
DENW211,2021-06-01,16,-,70,mäßig
DENW211,2021-06-01,15,-,45,mäßig
DENW211,2021-06-02,15,-,30,gut
DENW211,2021-06-02,16,-,28,gut
DENW211,2021-06-02,16,-,29,gut
DENW211,2021-06-02,16,-,32,gut
DENW211,2021-06-02,16,-,46,mäßig
DENW211,2021-06-02,16,-,70,mäßig
DENW211,2021-06-02,16,-,75,mäßig
DENW211,2021-06-02,16,-,74,mäßig
DENW211,2021-06-02,17,-,52,mäßig
DENW211,2021-06-02,17,-,51,mäßig
DENW211,2021-06-02,17,-,29,gut
DENW211,2021-06-02,17,-,31,gut
DENW211,2021-06-02,18,-,27,gut
DENW211,2021-06-02,18,-,21,gut
DENW211,2021-06-02,18,-,25,gut
DENW211,2021-06-02,18,-,21,gut
DENW211,2021-06-02,18,-,27,gut
DENW211,2021-06-02,18,-,33,gut
DENW211,2021-06-02,18,-,32,gut
DENW211,2021-06-02,18,-,39,gut
DENW211,2021-06-02,19,-,52,mäßig
DENW211,2021-06-02,19,-,43,mäßig
DENW211,2021-06-02,20,-,39,gut
DENW211,2021-06-02,20,-,42,mäßig
DENW211,2021-06-03,20,-,33,gut
DENW211,2021-06-03,20,-,25,gut
