Stationscode,Datum,Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³,Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³,Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³,Luftqualitätsindex
DENW211,2020-11-01,16,-,18,sehr gut
DENW211,2020-11-01,16,-,22,gut
DENW211,2020-11-01,16,-,21,gut
DENW211,2020-11-01,16,-,22,gut
DENW211,2020-11-01,16,-,-,sehr gut
DENW211,2020-11-01,16,-,29,gut
DENW211,2020-11-01,16,-,31,gut
DENW211,2020-11-01,16,-,34,gut
DENW211,2020-11-01,16,-,28,gut
DENW211,2020-11-01,16,-,23,gut
DENW211,2020-11-01,15,-,22,gut
DENW211,2020-11-01,15,-,15,sehr gut
DENW211,2020-11-01,15,-,26,gut
DENW211,2020-11-01,14,-,26,gut
DENW211,2020-11-01,14,-,37,gut
DENW211,2020-11-01,13,-,17,sehr gut
DENW211,2020-11-01,12,-,21,gut
DENW211,2020-11-01,11,-,17,sehr gut
DENW211,2020-11-01,11,-,21,gut
DENW211,2020-11-01,11,-,21,gut
DENW211,2020-11-01,10,-,20,sehr gut
DENW211,2020-11-01,9,-,20,sehr gut
DENW211,2020-11-01,8,-,15,sehr gut
DENW211,2020-11-01,8,-,12,sehr gut
DENW211,2020-11-02,7,-,15,sehr gut
DENW211,2020-11-02,7,-,12,sehr gut
DENW211,2020-11-02,6,-,11,sehr gut
DENW211,2020-11-02,6,-,9,sehr gut
DENW211,2020-11-02,5,-,8,sehr gut
DENW211,2020-11-02,4,-,-,sehr gut
DENW211,2020-11-02,4,-,18,sehr gut
DENW211,2020-11-02,3,-,23,gut
DENW211,2020-11-02,3,-,34,gut
DENW211,2020-11-02,3,-,29,gut
DENW211,2020-11-02,3,-,22,gut
DENW211,2020-11-02,3,-,15,sehr gut
DENW211,2020-11-02,3,-,13,sehr gut
DENW211,2020-11-02,3,-,15,sehr gut
DENW211,2020-11-02,2,-,20,sehr gut
DENW211,2020-11-02,3,-,18,sehr gut
DENW211,2020-11-02,3,-,24,gut
DENW211,2020-11-02,3,-,26,gut
DENW211,2020-11-02,2,-,21,gut
DENW211,2020-11-02,1,-,12,sehr gut
DENW211,2020-11-02,1,-,17,sehr gut
DENW211,2020-11-02,1,-,23,gut
DENW211,2020-11-02,1,-,15,sehr gut
DENW211,2020-11-02,1,-,12,sehr gut
DENW211,2020-11-03,2,-,12,sehr gut
DENW211,2020-11-03,2,-,11,sehr gut
DENW211,2020-11-03,-,-,9,sehr gut
DENW211,2020-11-03,-,-,8,sehr gut
DENW211,2020-11-03,-,-,11,sehr gut
DENW211,2020-11-03,-,-,24,gut
DENW211,2020-11-03,-,-,-,-
DENW211,2020-11-03,-,-,69,mäßig
DENW211,2020-11-03,-,-,66,mäßig
DENW211,2020-11-03,-,-,55,mäßig
DENW211,2020-11-03,-,-,40,gut
DENW211,2020-11-03,-,-,29,gut
DENW211,2020-11-03,-,-,25,gut
DENW211,2020-11-03,-,-,32,gut
DENW211,2020-11-03,-,-,30,gut
DENW211,2020-11-03,-,-,42,mäßig
DENW211,2020-11-03,-,-,46,mäßig
DENW211,2020-11-03,-,-,48,mäßig
DENW211,2020-11-03,-,-,41,mäßig
DENW211,2020-11-03,-,-,32,gut
DENW211,2020-11-03,-,-,30,gut
DENW211,2020-11-03,-,-,41,mäßig
DENW211,2020-11-03,-,-,30,gut
DENW211,2020-11-03,-,-,22,gut
DENW211,2020-11-04,-,-,15,sehr gut
DENW211,2020-11-04,-,-,19,sehr gut
DENW211,2020-11-04,-,-,17,sehr gut
DENW211,2020-11-04,-,-,18,sehr gut
DENW211,2020-11-04,-,-,32,gut
DENW211,2020-11-04,-,-,45,mäßig
DENW211,2020-11-04,-,-,61,mäßig
DENW211,2020-11-04,-,-,-,-
DENW211,2020-11-04,-,-,59,mäßig
DENW211,2020-11-04,-,-,51,mäßig
DENW211,2020-11-04,-,-,51,mäßig
DENW211,2020-11-04,-,-,58,mäßig
DENW211,2020-11-04,-,-,59,mäßig
DENW211,2020-11-04,-,-,63,mäßig
DENW211,2020-11-04,-,-,64,mäßig
DENW211,2020-11-04,-,-,68,mäßig
DENW211,2020-11-04,-,-,71,mäßig
DENW211,2020-11-04,-,-,86,mäßig
DENW211,2020-11-04,-,-,86,mäßig
DENW211,2020-11-04,-,-,73,mäßig
DENW211,2020-11-04,-,-,64,mäßig
DENW211,2020-11-04,-,-,57,mäßig
DENW211,2020-11-04,-,-,50,mäßig
DENW211,2020-11-04,-,-,49,mäßig
DENW211,2020-11-05,-,-,40,gut
DENW211,2020-11-05,-,-,34,gut
DENW211,2020-11-05,-,-,32,gut
DENW211,2020-11-05,-,-,29,gut
DENW211,2020-11-05,-,-,30,gut
DENW211,2020-11-05,-,-,40,gut
DENW211,2020-11-05,41,-,35,mäßig
DENW211,2020-11-05,40,-,34,mäßig
DENW211,2020-11-05,39,-,-,mäßig
DENW211,2020-11-05,39,-,35,mäßig
DENW211,2020-11-05,38,-,40,mäßig
DENW211,2020-11-05,38,-,55,mäßig
DENW211,2020-11-05,38,-,73,mäßig
DENW211,2020-11-05,40,-,96,mäßig
DENW211,2020-11-05,40,-,85,mäßig
DENW211,2020-11-05,41,-,106,schlecht
DENW211,2020-11-05,42,-,117,schlecht
DENW211,2020-11-05,42,-,110,schlecht
DENW211,2020-11-05,43,-,98,mäßig
DENW211,2020-11-05,43,-,97,mäßig
DENW211,2020-11-05,43,-,89,mäßig
DENW211,2020-11-05,43,-,80,mäßig
DENW211,2020-11-05,43,-,74,mäßig
DENW211,2020-11-05,44,-,57,mäßig
DENW211,2020-11-06,44,-,48,mäßig
DENW211,2020-11-06,44,-,44,mäßig
DENW211,2020-11-06,44,-,37,mäßig
DENW211,2020-11-06,44,-,34,mäßig
DENW211,2020-11-06,45,-,34,mäßig
DENW211,2020-11-06,45,-,38,mäßig
DENW211,2020-11-06,45,-,34,mäßig
DENW211,2020-11-06,45,-,38,mäßig
DENW211,2020-11-06,45,-,43,mäßig
DENW211,2020-11-06,45,-,-,mäßig
DENW211,2020-11-06,44,-,43,mäßig
DENW211,2020-11-06,44,-,42,mäßig
DENW211,2020-11-06,42,-,42,mäßig
DENW211,2020-11-06,39,-,43,mäßig
DENW211,2020-11-06,37,-,45,mäßig
DENW211,2020-11-06,35,-,50,mäßig
DENW211,2020-11-06,34,-,82,mäßig
DENW211,2020-11-06,32,-,86,mäßig
DENW211,2020-11-06,30,-,72,mäßig
DENW211,2020-11-06,28,-,70,mäßig
DENW211,2020-11-06,26,-,62,mäßig
DENW211,2020-11-06,24,-,52,mäßig
DENW211,2020-11-06,22,-,46,mäßig
DENW211,2020-11-06,21,-,39,gut
DENW211,2020-11-07,20,-,30,gut
DENW211,2020-11-07,19,-,27,gut
DENW211,2020-11-07,18,-,20,sehr gut
DENW211,2020-11-07,17,-,22,gut
DENW211,2020-11-07,16,-,22,gut
DENW211,2020-11-07,16,-,26,gut
DENW211,2020-11-07,15,-,25,gut
DENW211,2020-11-07,15,-,25,gut
DENW211,2020-11-07,15,-,25,gut
DENW211,2020-11-07,16,-,25,gut
DENW211,2020-11-07,16,-,-,sehr gut
DENW211,2020-11-07,17,-,34,gut
DENW211,2020-11-07,17,-,31,gut
DENW211,2020-11-07,18,-,38,gut
DENW211,2020-11-07,18,-,44,mäßig
DENW211,2020-11-07,18,-,55,mäßig
DENW211,2020-11-07,19,-,63,mäßig
DENW211,2020-11-07,19,-,62,mäßig
DENW211,2020-11-07,19,-,51,mäßig
DENW211,2020-11-07,19,-,50,mäßig
DENW211,2020-11-07,20,-,50,mäßig
DENW211,2020-11-07,20,-,45,mäßig
DENW211,2020-11-07,21,-,41,mäßig
DENW211,2020-11-07,21,-,36,gut
DENW211,2020-11-08,21,-,33,gut
DENW211,2020-11-08,22,-,29,gut
DENW211,2020-11-08,22,-,29,gut
DENW211,2020-11-08,22,-,28,gut
DENW211,2020-11-08,23,-,28,gut
DENW211,2020-11-08,23,-,28,gut
DENW211,2020-11-08,24,-,28,gut
DENW211,2020-11-08,24,-,28,gut
DENW211,2020-11-08,24,-,26,gut
DENW211,2020-11-08,23,-,22,gut
DENW211,2020-11-08,23,-,23,gut
DENW211,2020-11-08,22,-,-,gut
DENW211,2020-11-08,22,-,22,gut
DENW211,2020-11-08,22,-,22,gut
DENW211,2020-11-08,22,-,35,gut
DENW211,2020-11-08,22,-,50,mäßig
DENW211,2020-11-08,22,-,41,mäßig
DENW211,2020-11-08,22,-,53,mäßig
DENW211,2020-11-08,23,-,47,mäßig
DENW211,2020-11-08,24,-,46,mäßig
DENW211,2020-11-08,24,-,38,gut
DENW211,2020-11-08,24,-,40,gut
DENW211,2020-11-08,24,-,38,gut
DENW211,2020-11-08,24,-,38,gut
DENW211,2020-11-09,24,-,33,gut
DENW211,2020-11-09,24,-,31,gut
DENW211,2020-11-09,25,-,27,gut
DENW211,2020-11-09,25,-,33,gut
DENW211,2020-11-09,25,-,32,gut
DENW211,2020-11-09,25,-,33,gut
DENW211,2020-11-09,25,-,37,gut
DENW211,2020-11-09,26,-,35,gut
DENW211,2020-11-09,26,-,39,gut
DENW211,2020-11-09,26,-,42,mäßig
DENW211,2020-11-09,26,-,41,mäßig
DENW211,2020-11-09,26,-,34,gut
DENW211,2020-11-09,27,-,-,gut
DENW211,2020-11-09,27,-,33,gut
DENW211,2020-11-09,27,-,37,gut
DENW211,2020-11-09,27,-,61,mäßig
DENW211,2020-11-09,28,-,71,mäßig
DENW211,2020-11-09,28,-,57,mäßig
DENW211,2020-11-09,28,-,56,mäßig
DENW211,2020-11-09,28,-,55,mäßig
DENW211,2020-11-09,29,-,42,mäßig
DENW211,2020-11-09,29,-,41,mäßig
DENW211,2020-11-09,30,-,40,gut
DENW211,2020-11-09,30,-,35,gut
DENW211,2020-11-10,31,-,32,gut
DENW211,2020-11-10,31,-,32,gut
DENW211,2020-11-10,31,-,32,gut
DENW211,2020-11-10,32,-,31,gut
DENW211,2020-11-10,32,-,33,gut
DENW211,2020-11-10,32,-,35,gut
DENW211,2020-11-10,32,-,43,mäßig
DENW211,2020-11-10,33,-,42,mäßig
DENW211,2020-11-10,33,-,38,gut
DENW211,2020-11-10,34,-,35,gut
DENW211,2020-11-10,34,-,32,gut
DENW211,2020-11-10,35,-,33,gut
DENW211,2020-11-10,35,-,32,gut
DENW211,2020-11-10,35,-,-,gut
DENW211,2020-11-10,36,-,38,mäßig
DENW211,2020-11-10,36,-,47,mäßig
DENW211,2020-11-10,36,-,55,mäßig
DENW211,2020-11-10,36,-,43,mäßig
DENW211,2020-11-10,37,-,49,mäßig
DENW211,2020-11-10,37,-,43,mäßig
DENW211,2020-11-10,36,-,38,mäßig
DENW211,2020-11-10,36,-,33,mäßig
DENW211,2020-11-10,36,-,31,mäßig
DENW211,2020-11-10,35,-,29,gut
DENW211,2020-11-11,35,-,27,gut
DENW211,2020-11-11,34,-,27,gut
DENW211,2020-11-11,34,-,26,gut
DENW211,2020-11-11,34,-,24,gut
DENW211,2020-11-11,35,-,23,gut
DENW211,2020-11-11,35,-,24,gut
DENW211,2020-11-11,36,-,25,mäßig
DENW211,2020-11-11,36,-,28,mäßig
DENW211,2020-11-11,35,-,29,gut
DENW211,2020-11-11,35,-,23,gut
DENW211,2020-11-11,35,-,22,gut
DENW211,2020-11-11,35,-,28,gut
DENW211,2020-11-11,35,-,27,gut
DENW211,2020-11-11,35,-,27,gut
DENW211,2020-11-11,35,-,-,gut
DENW211,2020-11-11,34,-,33,gut
DENW211,2020-11-11,33,-,36,gut
DENW211,2020-11-11,32,-,42,mäßig
DENW211,2020-11-11,31,-,40,gut
DENW211,2020-11-11,30,-,39,gut
DENW211,2020-11-11,29,-,37,gut
DENW211,2020-11-11,28,-,35,gut
DENW211,2020-11-11,28,-,33,gut
DENW211,2020-11-11,27,-,33,gut
DENW211,2020-11-12,27,-,30,gut
DENW211,2020-11-12,26,-,23,gut
DENW211,2020-11-12,26,-,21,gut
DENW211,2020-11-12,25,-,20,gut
DENW211,2020-11-12,23,-,24,gut
DENW211,2020-11-12,22,-,26,gut
DENW211,2020-11-12,20,-,30,gut
DENW211,2020-11-12,19,-,32,gut
DENW211,2020-11-12,18,-,35,gut
DENW211,2020-11-12,18,-,35,gut
DENW211,2020-11-12,17,-,29,gut
DENW211,2020-11-12,17,-,35,gut
DENW211,2020-11-12,15,-,36,gut
DENW211,2020-11-12,15,-,32,gut
DENW211,2020-11-12,14,-,41,mäßig
DENW211,2020-11-12,14,-,-,sehr gut
DENW211,2020-11-12,14,-,66,mäßig
DENW211,2020-11-12,14,-,67,mäßig
DENW211,2020-11-12,14,-,64,mäßig
DENW211,2020-11-12,14,-,56,mäßig
DENW211,2020-11-12,14,-,52,mäßig
DENW211,2020-11-12,13,-,49,mäßig
DENW211,2020-11-12,13,-,50,mäßig
DENW211,2020-11-12,14,-,53,mäßig
DENW211,2020-11-13,14,-,53,mäßig
DENW211,2020-11-13,14,-,47,mäßig
DENW211,2020-11-13,14,-,47,mäßig
DENW211,2020-11-13,15,-,49,mäßig
DENW211,2020-11-13,15,-,50,mäßig
DENW211,2020-11-13,15,-,51,mäßig
DENW211,2020-11-13,15,-,47,mäßig
DENW211,2020-11-13,15,-,51,mäßig
DENW211,2020-11-13,15,-,43,mäßig
DENW211,2020-11-13,16,-,40,gut
DENW211,2020-11-13,16,-,35,gut
DENW211,2020-11-13,16,-,28,gut
DENW211,2020-11-13,16,-,29,gut
DENW211,2020-11-13,16,-,38,gut
DENW211,2020-11-13,17,-,44,mäßig
DENW211,2020-11-13,17,-,45,mäßig
DENW211,2020-11-13,17,-,-,sehr gut
DENW211,2020-11-13,17,-,45,mäßig
DENW211,2020-11-13,16,-,38,gut
DENW211,2020-11-13,17,-,50,mäßig
DENW211,2020-11-13,17,-,44,mäßig
DENW211,2020-11-13,17,-,40,gut
DENW211,2020-11-13,17,-,39,gut
DENW211,2020-11-13,17,-,34,gut
DENW211,2020-11-14,17,-,20,sehr gut
DENW211,2020-11-14,17,-,19,sehr gut
DENW211,2020-11-14,16,-,12,sehr gut
DENW211,2020-11-14,16,-,21,gut
DENW211,2020-11-14,16,-,28,gut
DENW211,2020-11-14,16,-,27,gut
DENW211,2020-11-14,16,-,27,gut
DENW211,2020-11-14,16,-,27,gut
DENW211,2020-11-14,16,-,27,gut
DENW211,2020-11-14,16,-,21,gut
DENW211,2020-11-14,16,-,26,gut
DENW211,2020-11-14,16,-,25,gut
DENW211,2020-11-14,17,-,25,gut
DENW211,2020-11-14,16,-,25,gut
DENW211,2020-11-14,16,-,21,gut
DENW211,2020-11-14,16,-,25,gut
DENW211,2020-11-14,16,-,29,gut
DENW211,2020-11-14,16,-,-,sehr gut
DENW211,2020-11-14,17,-,42,mäßig
DENW211,2020-11-14,17,-,38,gut
DENW211,2020-11-14,17,-,35,gut
DENW211,2020-11-14,17,-,29,gut
DENW211,2020-11-14,17,-,27,gut
DENW211,2020-11-14,17,-,26,gut
DENW211,2020-11-15,17,-,23,gut
DENW211,2020-11-15,17,-,21,gut
DENW211,2020-11-15,17,-,19,sehr gut
DENW211,2020-11-15,17,-,15,sehr gut
DENW211,2020-11-15,17,-,14,sehr gut
DENW211,2020-11-15,17,-,15,sehr gut
DENW211,2020-11-15,17,-,18,sehr gut
DENW211,2020-11-15,17,-,13,sehr gut
DENW211,2020-11-15,17,-,15,sehr gut
DENW211,2020-11-15,16,-,10,sehr gut
DENW211,2020-11-15,16,-,13,sehr gut
DENW211,2020-11-15,16,-,18,sehr gut
DENW211,2020-11-15,15,-,11,sehr gut
DENW211,2020-11-15,15,-,13,sehr gut
DENW211,2020-11-15,15,-,16,sehr gut
DENW211,2020-11-15,15,-,20,sehr gut
DENW211,2020-11-15,15,-,16,sehr gut
DENW211,2020-11-15,14,-,12,sehr gut
DENW211,2020-11-15,13,-,-,sehr gut
DENW211,2020-11-15,12,-,10,sehr gut
DENW211,2020-11-15,12,-,20,sehr gut
DENW211,2020-11-15,11,-,23,gut
DENW211,2020-11-15,10,-,29,gut
DENW211,2020-11-15,10,-,29,gut
DENW211,2020-11-16,10,-,29,gut
DENW211,2020-11-16,9,-,19,sehr gut
DENW211,2020-11-16,9,-,17,sehr gut
DENW211,2020-11-16,9,-,11,sehr gut
DENW211,2020-11-16,9,-,10,sehr gut
DENW211,2020-11-16,9,-,24,gut
DENW211,2020-11-16,9,-,50,mäßig
DENW211,2020-11-16,9,-,67,mäßig
DENW211,2020-11-16,10,-,62,mäßig
DENW211,2020-11-16,10,-,50,mäßig
DENW211,2020-11-16,10,-,43,mäßig
DENW211,2020-11-16,10,-,44,mäßig
DENW211,2020-11-16,11,-,47,mäßig
DENW211,2020-11-16,11,-,37,gut
DENW211,2020-11-16,10,-,45,mäßig
DENW211,2020-11-16,10,-,39,gut
DENW211,2020-11-16,10,-,58,mäßig
DENW211,2020-11-16,11,-,52,mäßig
DENW211,2020-11-16,11,-,34,gut
DENW211,2020-11-16,12,-,-,sehr gut
DENW211,2020-11-16,13,-,35,gut
DENW211,2020-11-16,14,-,29,gut
DENW211,2020-11-16,15,-,25,gut
DENW211,2020-11-16,16,-,30,gut
DENW211,2020-11-17,17,-,41,mäßig
DENW211,2020-11-17,17,-,30,gut
DENW211,2020-11-17,17,-,31,gut
DENW211,2020-11-17,17,-,19,sehr gut
DENW211,2020-11-17,17,-,11,sehr gut
DENW211,2020-11-17,17,-,21,gut
DENW211,2020-11-17,17,-,39,gut
DENW211,2020-11-17,17,-,54,mäßig
DENW211,2020-11-17,17,-,71,mäßig
DENW211,2020-11-17,17,-,58,mäßig
DENW211,2020-11-17,16,-,46,mäßig
DENW211,2020-11-17,16,-,57,mäßig
DENW211,2020-11-17,16,-,41,mäßig
DENW211,2020-11-17,17,-,49,mäßig
DENW211,2020-11-17,17,-,49,mäßig
DENW211,2020-11-17,17,-,35,gut
DENW211,2020-11-17,17,-,42,mäßig
DENW211,2020-11-17,17,-,51,mäßig
DENW211,2020-11-17,17,-,43,mäßig
DENW211,2020-11-17,17,-,36,gut
DENW211,2020-11-17,16,-,-,sehr gut
DENW211,2020-11-17,15,-,25,gut
DENW211,2020-11-17,15,-,21,gut
DENW211,2020-11-17,14,-,16,sehr gut
DENW211,2020-11-18,14,-,15,sehr gut
DENW211,2020-11-18,13,-,9,sehr gut
DENW211,2020-11-18,13,-,13,sehr gut
DENW211,2020-11-18,13,-,12,sehr gut
DENW211,2020-11-18,13,-,13,sehr gut
DENW211,2020-11-18,13,-,19,sehr gut
DENW211,2020-11-18,13,-,32,gut
DENW211,2020-11-18,14,-,40,gut
DENW211,2020-11-18,14,-,57,mäßig
DENW211,2020-11-18,14,-,39,gut
DENW211,2020-11-18,15,-,26,gut
DENW211,2020-11-18,15,-,21,gut
DENW211,2020-11-18,15,-,20,sehr gut
DENW211,2020-11-18,14,-,25,gut
DENW211,2020-11-18,13,-,28,gut
DENW211,2020-11-18,13,-,36,gut
DENW211,2020-11-18,13,-,41,mäßig
DENW211,2020-11-18,13,-,57,mäßig
DENW211,2020-11-18,13,-,58,mäßig
DENW211,2020-11-18,13,-,50,mäßig
DENW211,2020-11-18,13,-,41,mäßig
DENW211,2020-11-18,13,-,-,sehr gut
DENW211,2020-11-18,13,-,36,gut
DENW211,2020-11-18,13,-,36,gut
DENW211,2020-11-19,13,-,31,gut
DENW211,2020-11-19,13,-,13,sehr gut
DENW211,2020-11-19,13,-,15,sehr gut
DENW211,2020-11-19,13,-,9,sehr gut
DENW211,2020-11-19,12,-,9,sehr gut
DENW211,2020-11-19,12,-,12,sehr gut
DENW211,2020-11-19,12,-,35,gut
DENW211,2020-11-19,11,-,48,mäßig
DENW211,2020-11-19,12,-,63,mäßig
DENW211,2020-11-19,12,-,39,gut
DENW211,2020-11-19,12,-,38,gut
DENW211,2020-11-19,13,-,38,gut
DENW211,2020-11-19,13,-,30,gut
DENW211,2020-11-19,14,-,43,mäßig
DENW211,2020-11-19,15,-,44,mäßig
DENW211,2020-11-19,15,-,40,gut
DENW211,2020-11-19,15,-,47,mäßig
DENW211,2020-11-19,15,-,42,mäßig
DENW211,2020-11-19,14,-,28,gut
DENW211,2020-11-19,15,-,35,gut
DENW211,2020-11-19,15,-,50,mäßig
DENW211,2020-11-19,16,-,46,mäßig
DENW211,2020-11-19,16,-,-,sehr gut
DENW211,2020-11-19,17,-,26,gut
DENW211,2020-11-20,17,-,28,gut
DENW211,2020-11-20,18,-,26,gut
DENW211,2020-11-20,18,-,28,gut
DENW211,2020-11-20,19,-,22,gut
DENW211,2020-11-20,20,-,29,gut
DENW211,2020-11-20,20,-,46,mäßig
DENW211,2020-11-20,21,-,50,mäßig
DENW211,2020-11-20,22,-,58,mäßig
DENW211,2020-11-20,22,-,58,mäßig
DENW211,2020-11-20,22,-,57,mäßig
DENW211,2020-11-20,21,-,54,mäßig
DENW211,2020-11-20,21,-,45,mäßig
DENW211,2020-11-20,21,-,40,gut
DENW211,2020-11-20,21,-,56,mäßig
DENW211,2020-11-20,21,-,49,mäßig
DENW211,2020-11-20,21,-,65,mäßig
DENW211,2020-11-20,22,-,69,mäßig
DENW211,2020-11-20,23,-,71,mäßig
DENW211,2020-11-20,24,-,78,mäßig
DENW211,2020-11-20,24,-,72,mäßig
DENW211,2020-11-20,25,-,66,mäßig
DENW211,2020-11-20,26,-,59,mäßig
DENW211,2020-11-20,26,-,53,mäßig
DENW211,2020-11-20,27,-,-,gut
DENW211,2020-11-21,27,-,46,mäßig
DENW211,2020-11-21,28,-,41,mäßig
DENW211,2020-11-21,28,-,39,gut
DENW211,2020-11-21,28,-,41,mäßig
DENW211,2020-11-21,28,-,32,gut
DENW211,2020-11-21,28,-,30,gut
DENW211,2020-11-21,27,-,35,gut
DENW211,2020-11-21,27,-,39,gut
DENW211,2020-11-21,26,-,34,gut
DENW211,2020-11-21,25,-,34,gut
DENW211,2020-11-21,25,-,34,gut
DENW211,2020-11-21,25,-,34,gut
DENW211,2020-11-21,24,-,37,gut
DENW211,2020-11-21,24,-,33,gut
DENW211,2020-11-21,23,-,27,gut
DENW211,2020-11-21,22,-,23,gut
DENW211,2020-11-21,22,-,28,gut
DENW211,2020-11-21,21,-,32,gut
DENW211,2020-11-21,20,-,31,gut
DENW211,2020-11-21,20,-,32,gut
DENW211,2020-11-21,18,-,26,gut
DENW211,2020-11-21,17,-,23,gut
DENW211,2020-11-21,16,-,17,sehr gut
DENW211,2020-11-21,15,-,15,sehr gut
DENW211,2020-11-22,14,-,-,sehr gut
DENW211,2020-11-22,13,-,9,sehr gut
DENW211,2020-11-22,13,-,9,sehr gut
DENW211,2020-11-22,12,-,9,sehr gut
DENW211,2020-11-22,12,-,13,sehr gut
DENW211,2020-11-22,12,-,12,sehr gut
DENW211,2020-11-22,12,-,15,sehr gut
DENW211,2020-11-22,11,-,27,gut
DENW211,2020-11-22,11,-,28,gut
DENW211,2020-11-22,11,-,29,gut
DENW211,2020-11-22,11,-,28,gut
DENW211,2020-11-22,11,-,19,sehr gut
DENW211,2020-11-22,11,-,22,gut
DENW211,2020-11-22,11,-,23,gut
DENW211,2020-11-22,11,-,22,gut
DENW211,2020-11-22,11,-,25,gut
DENW211,2020-11-22,11,-,23,gut
DENW211,2020-11-22,11,-,27,gut
DENW211,2020-11-22,11,-,38,gut
DENW211,2020-11-22,11,-,31,gut
DENW211,2020-11-22,11,-,30,gut
DENW211,2020-11-22,11,-,28,gut
DENW211,2020-11-22,12,-,19,sehr gut
DENW211,2020-11-22,12,-,22,gut
DENW211,2020-11-23,12,-,19,sehr gut
DENW211,2020-11-23,12,-,-,sehr gut
DENW211,2020-11-23,12,-,12,sehr gut
DENW211,2020-11-23,12,-,16,sehr gut
DENW211,2020-11-23,13,-,29,gut
DENW211,2020-11-23,13,-,52,mäßig
DENW211,2020-11-23,14,-,60,mäßig
DENW211,2020-11-23,15,-,62,mäßig
DENW211,2020-11-23,16,-,62,mäßig
DENW211,2020-11-23,18,-,56,mäßig
DENW211,2020-11-23,20,-,57,mäßig
DENW211,2020-11-23,20,-,49,mäßig
DENW211,2020-11-23,20,-,46,mäßig
DENW211,2020-11-23,20,-,55,mäßig
DENW211,2020-11-23,20,-,60,mäßig
DENW211,2020-11-23,21,-,66,mäßig
DENW211,2020-11-23,21,-,72,mäßig
DENW211,2020-11-23,22,-,74,mäßig
DENW211,2020-11-23,22,-,68,mäßig
DENW211,2020-11-23,23,-,63,mäßig
DENW211,2020-11-23,24,-,50,mäßig
DENW211,2020-11-23,25,-,43,mäßig
DENW211,2020-11-23,25,-,38,gut
DENW211,2020-11-23,26,-,36,gut
DENW211,2020-11-24,26,-,29,gut
DENW211,2020-11-24,27,-,23,gut
DENW211,2020-11-24,27,-,-,gut
DENW211,2020-11-24,28,-,24,gut
DENW211,2020-11-24,28,-,37,gut
DENW211,2020-11-24,28,-,42,mäßig
DENW211,2020-11-24,28,-,43,mäßig
DENW211,2020-11-24,28,-,46,mäßig
DENW211,2020-11-24,27,-,48,mäßig
DENW211,2020-11-24,26,-,34,gut
DENW211,2020-11-24,25,-,29,gut
DENW211,2020-11-24,24,-,23,gut
DENW211,2020-11-24,24,-,25,gut
DENW211,2020-11-24,24,-,25,gut
DENW211,2020-11-24,24,-,25,gut
DENW211,2020-11-24,24,-,37,gut
DENW211,2020-11-24,24,-,39,gut
DENW211,2020-11-24,23,-,39,gut
DENW211,2020-11-24,22,-,33,gut
DENW211,2020-11-24,22,-,31,gut
DENW211,2020-11-24,22,-,33,gut
DENW211,2020-11-24,22,-,28,gut
DENW211,2020-11-24,22,-,24,gut
DENW211,2020-11-24,21,-,23,gut
DENW211,2020-11-25,21,-,23,gut
DENW211,2020-11-25,21,-,21,gut
DENW211,2020-11-25,21,-,20,gut
DENW211,2020-11-25,21,-,-,gut
DENW211,2020-11-25,20,-,14,sehr gut
DENW211,2020-11-25,20,-,21,gut
DENW211,2020-11-25,20,-,25,gut
DENW211,2020-11-25,20,-,34,gut
DENW211,2020-11-25,20,-,28,gut
DENW211,2020-11-25,20,-,24,gut
DENW211,2020-11-25,21,-,24,gut
DENW211,2020-11-25,21,-,28,gut
DENW211,2020-11-25,21,-,30,gut
DENW211,2020-11-25,21,-,24,gut
DENW211,2020-11-25,21,-,24,gut
DENW211,2020-11-25,21,-,30,gut
DENW211,2020-11-25,21,-,41,mäßig
DENW211,2020-11-25,22,-,47,mäßig
DENW211,2020-11-25,22,-,45,mäßig
DENW211,2020-11-25,21,-,42,mäßig
DENW211,2020-11-25,21,-,38,gut
DENW211,2020-11-25,20,-,37,gut
DENW211,2020-11-25,20,-,37,gut
DENW211,2020-11-25,20,-,36,gut
DENW211,2020-11-26,20,-,34,gut
DENW211,2020-11-26,20,-,31,gut
DENW211,2020-11-26,20,-,27,gut
DENW211,2020-11-26,21,-,25,gut
DENW211,2020-11-26,21,-,-,gut
DENW211,2020-11-26,21,-,35,gut
DENW211,2020-11-26,21,-,34,gut
DENW211,2020-11-26,20,-,34,gut
DENW211,2020-11-26,20,-,33,gut
DENW211,2020-11-26,20,-,29,gut
DENW211,2020-11-26,20,-,29,gut
DENW211,2020-11-26,20,-,29,gut
DENW211,2020-11-26,20,-,27,gut
DENW211,2020-11-26,21,-,38,gut
DENW211,2020-11-26,21,-,38,gut
DENW211,2020-11-26,21,-,44,mäßig
DENW211,2020-11-26,21,-,46,mäßig
DENW211,2020-11-26,22,-,47,mäßig
DENW211,2020-11-26,22,-,44,mäßig
DENW211,2020-11-26,22,-,44,mäßig
DENW211,2020-11-26,22,-,42,mäßig
DENW211,2020-11-26,22,-,40,gut
DENW211,2020-11-26,22,-,39,gut
DENW211,2020-11-26,23,-,37,gut
DENW211,2020-11-27,22,-,37,gut
